Kend,year,month,day,hour,localHour,dayTime,NMRI,,,,
,21,10,9,19,12,281.50,0.47718124,,,,
,21,10,9,20,13,281.54,0.505576832,,,,
,21,10,9,21,14,281.58,0.52832312,,,,
,21,10,9,22,15,281.63,0.588161089,,,,
,21,10,9,23,16,281.67,0.557595451,,,,
,21,10,9,0,17,281.71,0.673572354,,,,
,21,10,9,1,18,281.75,0.687914212,,,,
,21,10,9,2,19,281.79,0.620395357,,,,
,21,10,9,3,20,281.83,0.636495993,,,,
,21,10,9,4,21,281.88,0.48792305,,,,
,21,10,9,5,22,281.92,0.658663681,,,,
,21,10,9,6,23,281.96,0.425456045,,,,
,21,10,10,7,0,282.00,0.507009192,,,,
,21,10,10,8,1,282.04,0.444090856,,,,
,21,10,10,9,2,282.08,0.701935541,,,,
,21,10,10,10,3,282.13,0.351320999,,,,
,21,10,10,11,4,282.17,0.6579967,,,,
,21,10,10,12,5,282.21,0.718165213,,,,
,21,10,10,13,6,282.25,0.406356941,,,,
,21,10,10,14,7,282.29,0.607330309,,,,
,21,10,10,15,8,282.33,0.509642941,,,,
,21,10,10,16,9,282.38,0.538838675,,,,
,21,10,10,17,10,282.42,0.475740042,,,,
,21,10,10,18,11,282.46,0.367908909,,,,
,21,10,10,19,12,282.50,0.50112008,,,,
,21,10,10,20,13,282.54,0.537986684,,,,
,21,10,10,21,14,282.58,0.516087085,,,,
,21,10,10,22,15,282.63,0.597432241,,,,
,21,10,10,23,16,282.67,0.548937662,,,,
,21,10,10,0,17,282.71,0.658590031,,,,
,21,10,10,1,18,282.75,0.696190785,,,,
,21,10,10,2,19,282.79,0.63990337,,,,
,21,10,10,3,20,282.83,0.630561513,,,,
,21,10,10,4,21,282.88,0.488673698,,,,
,21,10,10,5,22,282.92,0.601764082,,,,
,21,10,10,6,23,282.96,0.466168984,,,,
,21,10,11,7,0,283.00,0.517502357,,,,
,21,10,11,8,1,283.04,0.418129272,,,,
,21,10,11,9,2,283.08,0.685980438,,,,
,21,10,11,10,3,283.13,0.337155904,,,,
,21,10,11,11,4,283.17,0.694166863,,,,
,21,10,11,12,5,283.21,0.706997997,,,,
,21,10,11,13,6,283.25,0.328953571,,,,
,21,10,11,14,7,283.29,0.705097219,,,,
,21,10,11,15,8,283.33,0.531210229,,,,
,21,10,11,16,9,283.38,0.510229201,,,,
,21,10,11,17,10,283.42,0.468962998,,,,
,21,10,11,18,11,283.46,0.39382041,,,,
,21,10,11,19,12,283.50,0.467252534,,,,
,21,10,11,20,13,283.54,0.531974428,,,,
,21,10,11,21,14,283.58,0.523762079,,,,
,21,10,11,22,15,283.63,0.720562691,,,,
,21,10,11,23,16,283.67,0.561596158,,,,
,21,10,11,0,17,283.71,0.643578836,,,,
,21,10,11,1,18,283.75,0.637733915,,,,
,21,10,11,2,19,283.79,0.684059038,,,,
,21,10,11,3,20,283.83,0.637528282,,,,
,21,10,11,4,21,283.88,0.484506835,,,,
,21,10,11,5,22,283.92,0.565152604,,,,
,21,10,11,6,23,283.96,0.463732618,,,,
,21,10,12,7,0,284.00,0.509528635,,,,
,21,10,12,8,1,284.04,0.407894179,,,,
,21,10,12,9,2,284.08,0.587990808,,,,
,21,10,12,10,3,284.13,0.357334433,,,,
,21,10,12,11,4,284.17,0.718045605,,,,
,21,10,12,12,5,284.21,0.703737921,,,,
,21,10,12,13,6,284.25,0.310149658,,,,
,21,10,12,14,7,284.29,0.752379213,,,,
,21,10,12,15,8,284.33,0.532164742,,,,
,21,10,12,16,9,284.38,0.502378624,,,,
,21,10,12,17,10,284.42,0.46477728,,,,
,21,10,12,18,11,284.46,0.391693967,,,,
,21,10,12,19,12,284.50,0.446968536,,,,
,21,10,12,20,13,284.54,0.527406905,,,,
,21,10,12,21,14,284.58,0.526405256,,,,
,21,10,12,22,15,284.63,0.753006717,,,,
,21,10,12,23,16,284.67,0.555793071,,,,
,21,10,12,0,17,284.71,0.648121612,,,,
,21,10,12,1,18,284.75,0.64784881,,,,
,21,10,12,2,19,284.79,0.687137638,,,,
,21,10,12,3,20,284.83,0.637356823,,,,
,21,10,12,4,21,284.88,0.494371317,,,,
,21,10,12,5,22,284.92,0.456269738,,,,
,21,10,12,6,23,284.96,0.582258426,,,,
,21,10,13,7,0,285.00,0.511408202,,,,
,21,10,13,8,1,285.04,0.376749352,,,,
,21,10,13,9,2,285.08,0.523135164,,,,
,21,10,13,10,3,285.13,0.370844921,,,,
,21,10,13,11,4,285.17,0.735762432,,,,
,21,10,13,12,5,285.21,0.677420457,,,,
,21,10,13,13,6,285.25,0.254914565,,,,
,21,10,13,14,7,285.29,0.749040773,,,,
,21,10,13,15,8,285.33,0.538156375,,,,
,21,10,13,16,9,285.38,0.498194084,,,,
,21,10,13,17,10,285.42,0.431399953,,,,
,21,10,13,18,11,285.46,0.408562927,,,,
,21,10,13,19,12,285.50,0.452353877,,,,
,21,10,13,20,13,285.54,0.487931299,,,,
,21,10,13,21,14,285.58,0.568708461,,,,
,21,10,13,22,15,285.63,0.756613835,,,,
,21,10,13,23,16,285.67,0.57290773,,,,
,21,10,13,0,17,285.71,0.622505892,,,,
,21,10,13,1,18,285.75,0.631003417,,,,
,21,10,13,2,19,285.79,0.711427646,,,,
,21,10,13,3,20,285.83,0.634008956,,,,
,21,10,13,4,21,285.88,0.469152133,,,,
,21,10,13,5,22,285.92,0.397445204,,,,
,21,10,13,6,23,285.96,0.655397125,,,,
,21,10,14,7,0,286.00,0.515522036,,,,
,21,10,14,8,1,286.04,0.361723427,,,,
,21,10,14,9,2,286.08,0.370834905,,,,
,21,10,14,10,3,286.13,0.483765614,,,,
,21,10,14,11,4,286.17,0.765643413,,,,
,21,10,14,12,5,286.21,0.65860535,,,,
,21,10,14,13,6,286.25,0.245197973,,,,
,21,10,14,14,7,286.29,0.750594509,,,,
,21,10,14,15,8,286.33,0.539998822,,,,
,21,10,14,16,9,286.38,0.49795958,,,,
,21,10,14,17,10,286.42,0.399576361,,,,
,21,10,14,18,11,286.46,0.429112067,,,,
,21,10,14,19,12,286.50,0.423957106,,,,
,21,10,14,20,13,286.54,0.493621259,,,,
,21,10,14,21,14,286.58,0.582813457,,,,
,21,10,14,22,15,286.63,0.758659557,,,,
,21,10,14,23,16,286.67,0.586015791,,,,
,21,10,14,0,17,286.71,0.607644945,,,,
,21,10,14,1,18,286.75,0.621630332,,,,
,21,10,14,2,19,286.79,0.677294367,,,,
,21,10,14,3,20,286.83,0.681025218,,,,
,21,10,14,4,21,286.88,0.453195852,,,,
,21,10,14,5,22,286.92,0.392634339,,,,
,21,10,14,6,23,286.96,0.643840443,,,,
,21,10,15,7,0,287.00,0.503732029,,,,
,21,10,15,8,1,287.04,0.359797313,,,,
,21,10,15,9,2,287.08,0.378310747,,,,
,21,10,15,10,3,287.13,0.48669868,,,,
,21,10,15,11,4,287.17,0.754616427,,,,
,21,10,15,12,5,287.21,0.589509781,,,,
,21,10,15,13,6,287.25,0.32024452,,,,
,21,10,15,14,7,287.29,0.729187485,,,,
,21,10,15,15,8,287.33,0.530320528,,,,
,21,10,15,16,9,287.38,0.498623615,,,,
,21,10,15,17,10,287.42,0.375425996,,,,
,21,10,15,18,11,287.46,0.432269621,,,,
,21,10,15,19,12,287.50,0.438927056,,,,
,21,10,15,20,13,287.54,0.483917629,,,,
,21,10,15,21,14,287.58,0.593743224,,,,
,21,10,15,22,15,287.63,0.755243342,,,,
,21,10,15,23,16,287.67,0.603269503,,,,
,21,10,15,0,17,287.71,0.586159557,,,,
,21,10,15,1,18,287.75,0.61216592,,,,
,21,10,15,2,19,287.79,0.679758426,,,,
,21,10,15,3,20,287.83,0.692263139,,,,
,21,10,15,4,21,287.88,0.435395946,,,,
,21,10,15,5,22,287.92,0.389317111,,,,
,21,10,15,6,23,287.96,0.651579071,,,,
,21,10,16,7,0,288.00,0.492891822,,,,
,21,10,16,8,1,288.04,0.365342329,,,,
,21,10,16,9,2,288.08,0.387430474,,,,
,21,10,16,10,3,288.13,0.514827363,,,,
,21,10,16,11,4,288.17,0.750532642,,,,
,21,10,16,12,5,288.21,0.566395828,,,,
,21,10,16,13,6,288.25,0.353327245,,,,
,21,10,16,14,7,288.29,0.673510488,,,,
,21,10,16,15,8,288.33,0.489288239,,,,
,21,10,16,16,9,288.38,0.563114542,,,,
,21,10,16,17,10,288.42,0.364011313,,,,
,21,10,16,18,11,288.46,0.453037945,,,,
,21,10,16,19,12,288.50,0.444662385,,,,
,21,10,16,20,13,288.54,0.471648598,,,,
,21,10,16,21,14,288.58,0.595131393,,,,
,21,10,16,22,15,288.63,0.750134928,,,,
,21,10,16,23,16,288.67,0.604617605,,,,
,21,10,16,0,17,288.71,0.554564577,,,,
,21,10,16,1,18,288.75,0.613895239,,,,
,21,10,16,2,19,288.79,0.659074947,,,,
,21,10,16,3,20,288.83,0.631106528,,,,
,21,10,16,4,21,288.88,0.411682182,,,,
,21,10,16,5,22,288.92,0.393919397,,,,
,21,10,16,6,23,288.96,0.641133632,,,,
,21,10,17,7,0,289.00,0.502685011,,,,
,21,10,17,8,1,289.04,0.398650719,,,,
,21,10,17,9,2,289.08,0.384962291,,,,
,21,10,17,10,3,289.13,0.517825831,,,,
,21,10,17,11,4,289.17,0.735278105,,,,
,21,10,17,12,5,289.21,0.577998468,,,,
,21,10,17,13,6,289.25,0.378277162,,,,
,21,10,17,14,7,289.29,0.64238098,,,,
,21,10,17,15,8,289.33,0.496180179,,,,
,21,10,17,16,9,289.38,0.567511784,,,,
,21,10,17,17,10,289.42,0.357286708,,,,
,21,10,17,18,11,289.46,0.462518265,,,,
,21,10,17,19,12,289.50,0.440105468,,,,
,21,10,17,20,13,289.54,0.484214,,,,
,21,10,17,21,14,289.58,0.596563752,,,,
,21,10,17,22,15,289.63,0.741120669,,,,
,21,10,17,23,16,289.67,0.590240985,,,,
,21,10,17,0,17,289.71,0.528720245,,,,
,21,10,17,1,18,289.75,0.622527693,,,,
,21,10,17,2,19,289.79,0.634574004,,,,
,21,10,17,3,20,289.83,0.613259486,,,,
,21,10,17,4,21,289.88,0.443958284,,,,
,21,10,17,5,22,289.92,0.385305209,,,,
,21,10,17,6,23,289.96,0.598555857,,,,
,21,10,18,7,0,290.00,0.567903017,,,,
,21,10,18,8,1,290.04,0.38927292,,,,
,21,10,18,9,2,290.08,0.37655079,,,,
,21,10,18,10,3,290.13,0.497738039,,,,
,21,10,18,11,4,290.17,0.726831841,,,,
,21,10,18,12,5,290.21,0.585286354,,,,
,21,10,18,13,6,290.25,0.369901603,,,,
,21,10,18,14,7,290.29,0.571792364,,,,
,21,10,18,15,8,290.33,0.509542776,,,,
,21,10,18,16,9,290.38,0.535514377,,,,
,21,10,18,17,10,290.42,0.347672637,,,,
,21,10,18,18,11,290.46,0.494129154,,,,
,21,10,18,19,12,290.50,0.411797078,,,,
,21,10,18,20,13,290.54,0.484597572,,,,
,21,10,18,21,14,290.58,0.584916333,,,,
,21,10,18,22,15,290.63,0.757909498,,,,
,21,10,18,23,16,290.67,0.583780344,,,,
,21,10,18,0,17,290.71,0.519721895,,,,
,21,10,18,1,18,290.75,0.632330898,,,,
,21,10,18,2,19,290.79,0.645146123,,,,
,21,10,18,3,20,290.83,0.592799317,,,,
,21,10,18,4,21,290.88,0.456463587,,,,
,21,10,18,5,22,290.92,0.332550082,,,,
,21,10,18,6,23,290.96,0.528363776,,,,
,21,10,19,7,0,291.00,0.644581664,,,,
,21,10,19,8,1,291.04,0.374796724,,,,
,21,10,19,9,2,291.08,0.398896418,,,,
,21,10,19,10,3,291.13,0.519536295,,,,
,21,10,19,11,4,291.17,0.724205161,,,,
,21,10,19,12,5,291.21,0.620436012,,,,
,21,10,19,13,6,291.25,0.388214707,,,,
,21,10,19,14,7,291.29,0.534420222,,,,
,21,10,19,15,8,291.33,0.520907377,,,,
,21,10,19,16,9,291.38,0.54242576,,,,
,21,10,19,17,10,291.42,0.269616427,,,,
,21,10,19,18,11,291.46,0.489121494,,,,
,21,10,19,19,12,291.50,0.445648716,,,,
,21,10,19,20,13,291.54,0.473753241,,,,
,21,10,19,21,14,291.58,0.586578482,,,,
,21,10,19,22,15,291.63,0.756481263,,,,
,21,10,19,23,16,291.67,0.574984681,,,,
,21,10,19,0,17,291.71,0.527446971,,,,
,21,10,19,1,18,291.75,0.645672873,,,,
,21,10,19,2,19,291.79,0.625580957,,,,
,21,10,19,3,20,291.83,0.581641527,,,,
,21,10,19,4,21,291.88,0.477607825,,,,
,21,10,19,5,22,291.92,0.250372967,,,,
,21,10,19,6,23,291.96,0.464024864,,,,
,21,10,20,7,0,292.00,0.641938487,,,,
,21,10,20,8,1,292.04,0.31852404,,,,
,21,10,20,9,2,292.08,0.400662856,,,,
,21,10,20,10,3,292.13,0.500003535,,,,
,21,10,20,11,4,292.17,0.723570587,,,,
,21,10,20,12,5,292.21,0.577115249,,,,
,21,10,20,13,6,292.25,0.374693024,,,,
,21,10,20,14,7,292.29,0.523238864,,,,
,21,10,20,15,8,292.33,0.512322649,,,,
,21,10,20,16,9,292.38,0.467428117,,,,
,21,10,20,17,10,292.42,0.42390938,,,,
,21,10,20,18,11,292.46,0.484754301,,,,
,21,10,20,19,12,292.50,0.447258426,,,,
,21,10,20,20,13,292.54,0.481021683,,,,
,21,10,20,21,14,292.58,0.580504949,,,,
,21,10,20,22,15,292.63,0.728659557,,,,
,21,10,20,23,16,292.67,0.56386519,,,,
,21,10,20,0,17,292.71,0.531560806,,,,
,21,10,20,1,18,292.75,0.635011784,,,,
,21,10,20,2,19,292.79,0.634387226,,,,
,21,10,20,3,20,292.83,0.534266439,,,,
,21,10,20,4,21,292.88,0.493943554,,,,
,21,10,20,5,22,292.92,0.202340914,,,,
,21,10,20,6,23,292.96,0.45140172,,,,
,21,10,21,7,0,293.00,0.624393118,,,,
,21,10,21,8,1,293.04,0.282261961,,,,
,21,10,21,9,2,293.08,0.39736625,,,,
,21,10,21,10,3,293.13,0.522927763,,,,
,21,10,21,11,4,293.17,0.716705161,,,,
,21,10,21,12,5,293.21,0.566784115,,,,
,21,10,21,13,6,293.25,0.394223427,,,,
,21,10,21,14,7,293.29,0.510279284,,,,
,21,10,21,15,8,293.33,0.504318878,,,,
,21,10,21,16,9,293.38,0.446512491,,,,
,21,10,21,17,10,293.42,0.71881334,,,,
,21,10,21,18,11,293.46,0.49825654,,,,
,21,10,21,19,12,293.50,0.459922225,,,,
,21,10,21,20,13,293.54,0.484055503,,,,
,21,10,21,21,14,293.58,0.565864954,,,,
,21,10,21,22,15,293.63,0.680073651,,,,
,21,10,21,23,16,293.67,0.579863893,,,,
,21,10,21,0,17,293.71,0.564543955,,,,
,21,10,21,1,18,293.75,0.617363304,,,,
,21,10,21,2,19,293.79,0.630662267,,,,
,21,10,21,3,20,293.83,0.503164035,,,,
,21,10,21,4,21,293.88,0.5226856,,,,
,21,10,21,5,22,293.92,0.249532171,,,,
,21,10,21,6,23,293.96,0.407030992,,,,
,21,10,22,7,0,294.00,0.565851992,,,,
,21,10,22,8,1,294.04,0.325256894,,,,
,21,10,22,9,2,294.08,0.395410676,,,,
,21,10,22,10,3,294.13,0.531949093,,,,
,21,10,22,11,4,294.17,0.704672402,,,,
,21,10,22,12,5,294.21,0.485298138,,,,
,21,10,22,13,6,294.25,0.405189724,,,,
,21,10,22,14,7,294.29,0.506881923,,,,
,21,10,22,15,8,294.33,0.499825006,,,,
,21,10,22,16,9,294.38,0.461161914,,,,
,21,10,22,17,10,294.42,0.645933302,,,,
,21,10,22,18,11,294.46,0.468954749,,,,
,21,10,22,19,12,294.50,0.463129861,,,,
,21,10,22,20,13,294.54,0.47947325,,,,
,21,10,22,21,14,294.58,0.561793542,,,,
,21,10,22,22,15,294.63,0.59143943,,,,
,21,10,22,23,16,294.67,0.589706576,,,,
,21,10,22,0,17,294.71,0.57432477,,,,
,21,10,22,1,18,294.75,0.604297078,,,,
,21,10,22,2,19,294.79,0.628181122,,,,
,21,10,22,3,20,294.83,0.44494815,,,,
,21,10,22,4,21,294.88,0.716571412,,,,
,21,10,22,5,22,294.92,0.310164978,,,,
,21,10,22,6,23,294.96,0.383717299,,,,
,21,10,23,7,0,295.00,0.501496583,,,,
,21,10,23,8,1,295.04,0.446455927,,,,
,21,10,23,9,2,295.08,0.394608767,,,,
,21,10,23,10,3,295.13,0.538730262,,,,
,21,10,23,11,4,295.17,0.703718477,,,,
,21,10,23,12,5,295.21,0.51477728,,,,
,21,10,23,13,6,295.25,0.443980085,,,,
,21,10,23,14,7,295.29,0.500203865,,,,
,21,10,23,15,8,295.33,0.490804266,,,,
,21,10,23,16,9,295.38,0.468244756,,,,
,21,10,23,17,10,295.42,0.445707636,,,,
,21,10,23,18,11,295.46,0.466393472,,,,
,21,10,23,19,12,295.50,0.476200212,,,,
,21,10,23,20,13,295.54,0.500105468,,,,
,21,10,23,21,14,295.58,0.562654372,,,,
,21,10,23,22,15,295.63,0.537058096,,,,
,21,10,23,23,16,295.67,0.63893884,,,,
,21,10,23,0,17,295.71,0.638786825,,,,
,21,10,23,1,18,295.75,0.592944261,,,,
,21,10,23,2,19,295.79,0.618257129,,,,
,21,10,23,3,20,295.83,0.442601933,,,,
,21,10,23,4,21,295.88,0.717109357,,,,
,21,10,23,5,22,295.92,0.325215649,,,,
,21,10,23,6,23,295.96,0.421822413,,,,
,21,10,24,7,0,296.00,0.435495522,,,,
,21,10,24,8,1,296.04,0.600668159,,,,
,21,10,24,9,2,296.08,0.360873203,,,,
,21,10,24,10,3,296.13,0.572445204,,,,
,21,10,24,11,4,296.17,0.700074829,,,,
,21,10,24,12,5,296.21,0.463248881,,,,
,21,10,24,13,6,296.25,0.465288122,,,,
,21,10,24,14,7,296.29,0.508733208,,,,
,21,10,24,15,8,296.33,0.475265143,,,,
,21,10,24,16,9,296.38,0.448658968,,,,
,21,10,24,17,10,296.42,0.500568584,,,,
,21,10,24,18,11,296.46,0.435491987,,,,
,21,10,24,19,12,296.50,0.476866015,,,,
,21,10,24,20,13,296.54,0.49900601,,,,
,21,10,24,21,14,296.58,0.529001885,,,,
,21,10,24,22,15,296.63,0.537271977,,,,
,21,10,24,23,16,296.67,0.611525454,,,,
,21,10,24,0,17,296.71,0.6709716,,,,
,21,10,24,1,18,296.75,0.600361183,,,,
,21,10,24,2,19,296.79,0.605203865,,,,
,21,10,24,3,20,296.83,0.444159793,,,,
,21,10,24,4,21,296.88,0.606630332,,,,
,21,10,24,5,22,296.92,0.381018737,,,,
,21,10,24,6,23,296.96,0.447325006,,,,
,21,10,25,7,0,297.00,0.390252769,,,,
,21,10,25,8,1,297.04,0.655038298,,,,
,21,10,25,9,2,297.08,0.324003064,,,,
,21,10,25,10,3,297.13,0.686655079,,,,
,21,10,25,11,4,297.17,0.694906316,,,,
,21,10,25,12,5,297.21,0.306455338,,,,
,21,10,25,13,6,297.25,0.671502475,,,,
,21,10,25,14,7,297.29,0.524523333,,,,
,21,10,25,15,8,297.33,0.459598162,,,,
,21,10,25,16,9,297.38,0.441996229,,,,
,21,10,25,17,10,297.42,0.334692435,,,,
,21,10,25,18,11,297.46,0.426954395,,,,
,21,10,25,19,12,297.50,0.537861183,,,,
,21,10,25,20,13,297.54,0.488829248,,,,
,21,10,25,21,14,297.58,0.598904667,,,,
,21,10,25,22,15,297.63,0.535231558,,,,
,21,10,25,23,16,297.67,0.606830662,,,,
,21,10,25,0,17,297.71,0.636933184,,,,
,21,10,25,1,18,297.75,0.660726491,,,,
,21,10,25,2,19,297.79,0.60281876,,,,
,21,10,25,3,20,297.83,0.452042187,,,,
,21,10,25,4,21,297.88,0.562094626,,,,
,21,10,25,5,22,297.92,0.401084728,,,,
,21,10,25,6,23,297.96,0.462804619,,,,
,21,10,26,7,0,298.00,0.370373556,,,,
,21,10,26,8,1,298.04,0.650337026,,,,
,21,10,26,9,2,298.08,0.321392882,,,,
,21,10,26,10,3,298.13,0.720115484,,,,
,21,10,26,11,4,298.17,0.707570705,,,,
,21,10,26,12,5,298.21,0.279572826,,,,
,21,10,26,13,6,298.25,0.737622555,,,,
,21,10,26,14,7,298.29,0.526945557,,,,
,21,10,26,15,8,298.33,0.465557978,,,,
,21,10,26,16,9,298.38,0.439267028,,,,
,21,10,26,17,10,298.42,0.361434716,,,,
,21,10,26,18,11,298.46,0.414246995,,,,
,21,10,26,19,12,298.50,0.523293071,,,,
,21,10,26,20,13,298.54,0.506032878,,,,
,21,10,26,21,14,298.58,0.67661737,,,,
,21,10,26,22,15,298.63,0.529117959,,,,
,21,10,26,23,16,298.67,0.592542423,,,,
,21,10,26,0,17,298.71,0.627193613,,,,
,21,10,26,1,18,298.75,0.675182065,,,,
,21,10,26,2,19,298.79,0.600469597,,,,
,21,10,26,3,20,298.83,0.453679001,,,,
,21,10,26,4,21,298.88,0.48643884,,,,
,21,10,26,5,22,298.92,0.454499175,,,,
,21,10,26,6,23,298.96,0.48701037,,,,
